Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
05/15/2012,ProShares UltraPro Short QQQ,SQQQ,81712,80976,0.90891,736,1.75,142996000
05/14/2012,ProShares UltraPro Short QQQ,SQQQ,80976,78704,2.88677,2272,1.75,141708000
05/11/2012,ProShares UltraPro Short QQQ,SQQQ,78704,78656,0.06103,48,1.75,137732000
05/10/2012,ProShares UltraPro Short QQQ,SQQQ,78656,78208,0.57283,448,1.75,137648000
05/09/2012,ProShares UltraPro Short QQQ,SQQQ,78208,77504,0.90834,704,1.75,136864000
05/08/2012,ProShares UltraPro Short QQQ,SQQQ,77504,76672,1.08514,832,1.82,141081500
05/07/2012,ProShares UltraPro Short QQQ,SQQQ,76672,76800,-0.16667,-128,1.75,134176000
05/04/2012,ProShares UltraPro Short QQQ,SQQQ,76800,71488,7.43062,5312,1.75,134400000
05/03/2012,ProShares UltraPro Short QQQ,SQQQ,71488,69312,3.13943,2176,1.95,139066500
05/02/2012,ProShares UltraPro Short QQQ,SQQQ,69312,69888,-0.82418,-576,1.95,134833500
05/01/2012,ProShares UltraPro Short QQQ,SQQQ,69888,70144,-0.36496,-256,1.95,135954000
04/30/2012,ProShares UltraPro Short QQQ,SQQQ,70144,68864,1.85874,1280,1.88,131520000
04/27/2012,ProShares UltraPro Short QQQ,SQQQ,68864,70080,-1.73516,-1216,1.84,126430000
04/26/2012,ProShares UltraPro Short QQQ,SQQQ,70080,71360,-1.79372,-1280,1.84,128662500
04/25/2012,ProShares UltraPro Short QQQ,SQQQ,71360,77568,-8.00330,-6208,1.83,130455000
04/24/2012,ProShares UltraPro Short QQQ,SQQQ,77568,76288,1.67785,1280,1.73,133926000
04/23/2012,ProShares UltraPro Short QQQ,SQQQ,76288,74432,2.49355,1856,1.77,134696000
04/20/2012,ProShares UltraPro Short QQQ,SQQQ,74432,73536,1.21845,896,1.86,138397000
04/19/2012,ProShares UltraPro Short QQQ,SQQQ,73536,71232,3.23450,2304,1.99,146497500
04/18/2012,ProShares UltraPro Short QQQ,SQQQ,71232,70720,0.72398,512,1.99,141907500
04/17/2012,ProShares UltraPro Short QQQ,SQQQ,70720,75200,-5.95745,-4480,1.99,140887500
04/16/2012,ProShares UltraPro Short QQQ,SQQQ,75200,72896,3.16067,2304,1.99,149812500
04/13/2012,ProShares UltraPro Short QQQ,SQQQ,72896,69696,4.59137,3200,1.99,145222500
04/12/2012,ProShares UltraPro Short QQQ,SQQQ,69696,72320,-3.62832,-2624,1.99,138847500
04/11/2012,ProShares UltraPro Short QQQ,SQQQ,72320,73344,-1.39616,-1024,1.99,144075000
04/10/2012,ProShares UltraPro Short QQQ,SQQQ,73344,69952,4.84904,3392,1.99,146115000
04/09/2012,ProShares UltraPro Short QQQ,SQQQ,69952,68288,2.43674,1664,1.99,139357500
04/05/2012,ProShares UltraPro Short QQQ,SQQQ,68288,69632,-1.93015,-1344,1.99,136042500
04/04/2012,ProShares UltraPro Short QQQ,SQQQ,69632,66880,4.11483,2752,1.99,138720000
04/03/2012,ProShares UltraPro Short QQQ,SQQQ,66880,66816,0.09579,64,1.98,132192500
04/02/2012,ProShares UltraPro Short QQQ,SQQQ,66816,69056,-3.24374,-2240,1.98,132066000
03/30/2012,ProShares UltraPro Short QQQ,SQQQ,69056,68544,0.74697,512,1.98,136493500
03/29/2012,ProShares UltraPro Short QQQ,SQQQ,68544,67904,0.94251,640,1.98,135481500
03/28/2012,ProShares UltraPro Short QQQ,SQQQ,67904,67072,1.24046,832,1.98,134216500
03/27/2012,ProShares UltraPro Short QQQ,SQQQ,67072,67392,-0.47483,-320,1.98,132572000
03/26/2012,ProShares UltraPro Short QQQ,SQQQ,67392,71232,-5.39084,-3840,1.98,133204500
03/23/2012,ProShares UltraPro Short QQQ,SQQQ,71232,71040,0.27027,192,1.98,140794500
03/22/2012,ProShares UltraPro Short QQQ,SQQQ,71040,70656,0.54348,384,1.98,140415000
03/21/2012,ProShares UltraPro Short QQQ,SQQQ,70656,70592,0.09066,64,1.96,138552000
03/20/2012,ProShares UltraPro Short QQQ,SQQQ,70592,70912,-0.45126,-320,1.84,129602500
03/19/2012,ProShares UltraPro Short QQQ,SQQQ,70912,72576,-2.29277,-1664,1.84,130190000
03/16/2012,ProShares UltraPro Short QQQ,SQQQ,72576,72448,0.17668,128,1.84,133245000
03/15/2012,ProShares UltraPro Short QQQ,SQQQ,72448,72960,-0.70175,-512,1.84,133010000
03/14/2012,ProShares UltraPro Short QQQ,SQQQ,72960,73856,-1.21317,-896,1.81,132240000
03/13/2012,ProShares UltraPro Short QQQ,SQQQ,73856,78336,-5.71895,-4480,1.78,131556000
03/12/2012,ProShares UltraPro Short QQQ,SQQQ,78336,78400,-0.08163,-64,1.78,139536000
03/09/2012,ProShares UltraPro Short QQQ,SQQQ,78400,79232,-1.05008,-832,1.78,139650000
03/08/2012,ProShares UltraPro Short QQQ,SQQQ,79232,81984,-3.35675,-2752,1.78,141132000
03/07/2012,ProShares UltraPro Short QQQ,SQQQ,81984,83904,-2.28833,-1920,1.78,146034000
03/06/2012,ProShares UltraPro Short QQQ,SQQQ,83904,81472,2.98507,2432,1.78,149454000
03/05/2012,ProShares UltraPro Short QQQ,SQQQ,81472,79104,2.99353,2368,1.78,145122000
03/02/2012,ProShares UltraPro Short QQQ,SQQQ,79104,78912,0.24331,192,1.78,140904000
03/01/2012,ProShares UltraPro Short QQQ,SQQQ,78912,80768,-2.29794,-1856,1.63,128848500
02/29/2012,ProShares UltraPro Short QQQ,SQQQ,80768,79872,1.12179,896,1.63,131879000
02/28/2012,ProShares UltraPro Short QQQ,SQQQ,79872,82432,-3.10559,-2560,1.54,122928000
02/27/2012,ProShares UltraPro Short QQQ,SQQQ,82432,82688,-0.30960,-256,1.54,126868000
02/24/2012,ProShares UltraPro Short QQQ,SQQQ,82688,83584,-1.07198,-896,1.54,127262000
02/23/2012,ProShares UltraPro Short QQQ,SQQQ,83584,85120,-1.80451,-1536,1.54,128641000
02/22/2012,ProShares UltraPro Short QQQ,SQQQ,85120,84096,1.21766,1024,1.54,131005000
02/21/2012,ProShares UltraPro Short QQQ,SQQQ,84096,84736,-0.75529,-640,1.54,129429000
02/17/2012,ProShares UltraPro Short QQQ,SQQQ,84736,83968,0.91463,768,1.46,123794000
02/16/2012,ProShares UltraPro Short QQQ,SQQQ,83968,87680,-4.23358,-3712,1.46,122672000
02/15/2012,ProShares UltraPro Short QQQ,SQQQ,87680,85760,2.23881,1920,1.46,128095000
02/14/2012,ProShares UltraPro Short QQQ,SQQQ,85760,86528,-0.88757,-768,1.42,121940000
02/13/2012,ProShares UltraPro Short QQQ,SQQQ,86528,88896,-2.66379,-2368,1.38,119652000
02/10/2012,ProShares UltraPro Short QQQ,SQQQ,88896,87232,1.90756,1664,1.38,122926500
02/09/2012,ProShares UltraPro Short QQQ,SQQQ,87232,89152,-2.15363,-1920,1.34,116536500
02/08/2012,ProShares UltraPro Short QQQ,SQQQ,89152,90624,-1.62429,-1472,1.34,119101500
02/07/2012,ProShares UltraPro Short QQQ,SQQQ,90624,91072,-0.49192,-448,1.34,121068000
02/06/2012,ProShares UltraPro Short QQQ,SQQQ,91072,90944,0.14075,128,1.34,121666500
02/03/2012,ProShares UltraPro Short QQQ,SQQQ,90944,94912,-4.18071,-3968,1.3,117943000
02/02/2012,ProShares UltraPro Short QQQ,SQQQ,94912,95744,-0.86898,-832,1.3,123089000
02/01/2012,ProShares UltraPro Short QQQ,SQQQ,95744,98176,-2.47718,-2432,1.3,124168000
01/31/2012,ProShares UltraPro Short QQQ,SQQQ,98176,98496,-0.32489,-320,1.3,127322000
01/30/2012,ProShares UltraPro Short QQQ,SQQQ,98496,98944,-0.45278,-448,1.3,127737000
01/27/2012,ProShares UltraPro Short QQQ,SQQQ,98944,99840,-0.89744,-896,1.3,128318000
01/26/2012,ProShares UltraPro Short QQQ,SQQQ,99840,98560,1.29870,1280,1.3,129480015.6
01/25/2012,ProShares UltraPro Short QQQ,SQQQ,98560,102528,-3.87016,-3968,1.3,127820015.4
01/24/2012,ProShares UltraPro Short QQQ,SQQQ,102528,102144,0.37594,384,1.3,132966016.02
01/23/2012,ProShares UltraPro Short QQQ,SQQQ,102144,102144,0.00000,0,1.3,132468015.96
01/20/2012,ProShares UltraPro Short QQQ,SQQQ,102144,101568,0.56711,576,1.3,132468015.96
01/19/2012,ProShares UltraPro Short QQQ,SQQQ,101568,103616,-1.97653,-2048,1.3,131721015.87
01/18/2012,ProShares UltraPro Short QQQ,SQQQ,103616,108032,-4.08768,-4416,1.11,114949016.19
01/17/2012,ProShares UltraPro Short QQQ,SQQQ,108032,111040,-2.70893,-3008,1.01,108876016.88
01/13/2012,ProShares UltraPro Short QQQ,SQQQ,111040,109696,1.22520,1344,1.01,111907517.35
01/12/2012,ProShares UltraPro Short QQQ,SQQQ,109696,111040,-1.21037,-1344,1.01,110553017.14
01/11/2012,ProShares UltraPro Short QQQ,SQQQ,111040,111744,-0.63001,-704,0.93,103232517.35
01/10/2012,ProShares UltraPro Short QQQ,SQQQ,111744,114176,-2.13004,-2432,0.85,95157017.46
01/09/2012,ProShares UltraPro Short QQQ,SQQQ,114176,113408,0.67720,768,0.84,96336017.84
01/06/2012,ProShares UltraPro Short QQQ,SQQQ,113408,114496,-0.95025,-1088,0.75,85056017.72
01/05/2012,ProShares UltraPro Short QQQ,SQQQ,114496,117440,-2.50681,-2944,0.75,85872017.89
01/04/2012,ProShares UltraPro Short QQQ,SQQQ,117440,118656,-1.02481,-1216,0.75,88080018.35
01/03/2012,ProShares UltraPro Short QQQ,SQQQ,118656,126016,-5.84053,-7360,0.75,88992018.54
12/30/2011,ProShares UltraPro Short QQQ,SQQQ,126016,124864,0.92260,1152,0.75,94512019.69
12/29/2011,ProShares UltraPro Short QQQ,SQQQ,124864,127936,-2.40120,-3072,0.75,93648019.51
12/28/2011,ProShares UltraPro Short QQQ,SQQQ,127936,123712,3.41438,4224,0.75,95952019.99
12/27/2011,ProShares UltraPro Short QQQ,SQQQ,123712,124672,-0.77002,-960,0.75,92784019.33
12/23/2011,ProShares UltraPro Short QQQ,SQQQ,124672,128192,-2.74588,-3520,0.75,93504019.48
12/22/2011,ProShares UltraPro Short QQQ,SQQQ,128192,131264,-2.34032,-3072,0.73,94141020.03
12/21/2011,ProShares UltraPro Short QQQ,SQQQ,131264,125888,4.27046,5376,0.73,96397020.51
12/20/2011,ProShares UltraPro Short QQQ,SQQQ,125888,138368,-9.01943,-12480,0.73,92449019.67
12/19/2011,ProShares UltraPro Short QQQ,SQQQ,138368,134272,3.05052,4096,0.73,101614021.62
12/16/2011,ProShares UltraPro Short QQQ,SQQQ,134272,136384,-1.54857,-2112,0.73,98606020.98
12/15/2011,ProShares UltraPro Short QQQ,SQQQ,136384,135296,0.80416,1088,0.73,100157021.31
12/14/2011,ProShares UltraPro Short QQQ,SQQQ,135296,129216,4.70530,6080,0.73,99358021.14
12/13/2011,ProShares UltraPro Short QQQ,SQQQ,129216,125312,3.11542,3904,0.73,93883520.19
12/12/2011,ProShares UltraPro Short QQQ,SQQQ,125312,121216,3.37909,4096,0.73,91047019.58
12/09/2011,ProShares UltraPro Short QQQ,SQQQ,121216,127232,-4.72837,-6016,0.73,88071018.94
12/08/2011,ProShares UltraPro Short QQQ,SQQQ,127232,121280,4.90765,5952,0.73,92442019.88
12/07/2011,ProShares UltraPro Short QQQ,SQQQ,121280,121152,0.10565,128,0.73,88117518.95
12/06/2011,ProShares UltraPro Short QQQ,SQQQ,121152,120320,0.69149,832,0.73,88024518.93
12/05/2011,ProShares UltraPro Short QQQ,SQQQ,120320,124416,-3.29218,-4096,0.73,87420018.8
12/02/2011,ProShares UltraPro Short QQQ,SQQQ,124416,123264,0.93458,1152,0.73,90396019.44
12/01/2011,ProShares UltraPro Short QQQ,SQQQ,123264,125568,-1.83486,-2304,0.73,89559019.26
11/30/2011,ProShares UltraPro Short QQQ,SQQQ,125568,141696,-11.38211,-16128,0.73,91233019.62
11/29/2011,ProShares UltraPro Short QQQ,SQQQ,141696,139264,1.74632,2432,0.73,102951022.14
11/28/2011,ProShares UltraPro Short QQQ,SQQQ,139264,155200,-10.26804,-15936,0.75,104448021.76
11/25/2011,ProShares UltraPro Short QQQ,SQQQ,155200,151936,2.14827,3264,0.83,128525024.25
11/23/2011,ProShares UltraPro Short QQQ,SQQQ,151936,142336,6.74460,9600,0.83,125822023.74
11/22/2011,ProShares UltraPro Short QQQ,SQQQ,142336,143424,-0.75859,-1088,0.83,117872022.24
11/21/2011,ProShares UltraPro Short QQQ,SQQQ,143424,135872,5.55817,7552,0.88,125496022.41
11/18/2011,ProShares UltraPro Short QQQ,SQQQ,135872,132672,2.41196,3200,0.88,118888021.23
11/17/2011,ProShares UltraPro Short QQQ,SQQQ,132672,124288,6.74562,8384,0.88,116088020.73
11/16/2011,ProShares UltraPro Short QQQ,SQQQ,124288,118144,5.20043,6144,0.88,108752019.42
11/15/2011,ProShares UltraPro Short QQQ,SQQQ,118144,122304,-3.40136,-4160,0.88,103376018.46
11/14/2011,ProShares UltraPro Short QQQ,SQQQ,122304,120128,1.81140,2176,0.88,107016019.11
11/11/2011,ProShares UltraPro Short QQQ,SQQQ,120128,127360,-5.67839,-7232,0.88,105112018.77
11/10/2011,ProShares UltraPro Short QQQ,SQQQ,127360,127040,0.25189,320,0.88,111440019.9
11/09/2011,ProShares UltraPro Short QQQ,SQQQ,127040,114752,10.70831,12288,0.88,111160019.85
11/08/2011,ProShares UltraPro Short QQQ,SQQQ,114752,119168,-3.70569,-4416,0.88,100408017.93
11/07/2011,ProShares UltraPro Short QQQ,SQQQ,119168,121408,-1.84502,-2240,0.88,104272018.62
11/04/2011,ProShares UltraPro Short QQQ,SQQQ,121408,119744,1.38963,1664,0.88,106232018.97
11/03/2011,ProShares UltraPro Short QQQ,SQQQ,119744,128064,-6.49675,-8320,0.88,104776018.71
11/02/2011,ProShares UltraPro Short QQQ,SQQQ,128064,131520,-2.62774,-3456,0.88,112056020.01
11/01/2011,ProShares UltraPro Short QQQ,SQQQ,131520,121984,7.81742,9536,0.88,115080020.55
10/31/2011,ProShares UltraPro Short QQQ,SQQQ,121984,116032,5.12962,5952,0.92,112454019.06
10/28/2011,ProShares UltraPro Short QQQ,SQQQ,116032,116224,-0.16520,-192,0.92,106967018.13
10/27/2011,ProShares UltraPro Short QQQ,SQQQ,116224,126848,-8.37538,-10624,0.92,107144018.16
10/26/2011,ProShares UltraPro Short QQQ,SQQQ,126848,126656,0.15159,192,0.92,116938019.82
10/25/2011,ProShares UltraPro Short QQQ,SQQQ,126656,119424,6.05573,7232,0.92,116761019.79
10/24/2011,ProShares UltraPro Short QQQ,SQQQ,119424,127360,-6.23116,-7936,0.92,110094018.66
10/21/2011,ProShares UltraPro Short QQQ,SQQQ,127360,132480,-3.86473,-5120,0.92,117410019.9
10/20/2011,ProShares UltraPro Short QQQ,SQQQ,132480,130688,1.37120,1792,0.92,122130020.7
10/19/2011,ProShares UltraPro Short QQQ,SQQQ,130688,123200,6.07792,7488,0.92,120478020.42
10/18/2011,ProShares UltraPro Short QQQ,SQQQ,123200,128192,-3.89416,-4992,0.92,113575019.25
10/17/2011,ProShares UltraPro Short QQQ,SQQQ,128192,122432,4.70465,5760,0.9,115172520.03
10/14/2011,ProShares UltraPro Short QQQ,SQQQ,122432,129984,-5.80995,-7552,0.9,109997519.13
10/13/2011,ProShares UltraPro Short QQQ,SQQQ,129984,133376,-2.54319,-3392,0.83,107643020.31
10/12/2011,ProShares UltraPro Short QQQ,SQQQ,133376,135552,-1.60529,-2176,0.83,110452020.84
10/11/2011,ProShares UltraPro Short QQQ,SQQQ,135552,138560,-2.17090,-3008,0.73,99546021.18
10/10/2011,ProShares UltraPro Short QQQ,SQQQ,138560,154560,-10.35197,-16000,0.64,88765021.65
10/07/2011,ProShares UltraPro Short QQQ,SQQQ,154560,151488,2.02788,3072,0.64,99015024.15
10/06/2011,ProShares UltraPro Short QQQ,SQQQ,151488,159232,-4.86334,-7744,0.64,97047023.67
10/05/2011,ProShares UltraPro Short QQQ,SQQQ,159232,172224,-7.54366,-12992,0.64,102008024.88
10/04/2011,ProShares UltraPro Short QQQ,SQQQ,172224,184000,-6.40000,-11776,0.65,111676526.91
10/03/2011,ProShares UltraPro Short QQQ,SQQQ,184000,171072,7.55705,12928,0.7,127937528.75
09/30/2011,ProShares UltraPro Short QQQ,SQQQ,171072,158464,7.95638,12608,0.7,118948526.73
09/29/2011,ProShares UltraPro Short QQQ,SQQQ,158464,153664,3.12370,4800,0.7,110182024.76
09/28/2011,ProShares UltraPro Short QQQ,SQQQ,153664,147264,4.34594,6400,0.7,106844524.01
09/27/2011,ProShares UltraPro Short QQQ,SQQQ,147264,151232,-2.62378,-3968,0.68,100093523.01
09/26/2011,ProShares UltraPro Short QQQ,SQQQ,151232,157056,-3.70823,-5824,0.68,102790523.63
09/23/2011,ProShares UltraPro Short QQQ,SQQQ,157056,162048,-3.08057,-4992,0.68,106749024.54
09/22/2011,ProShares UltraPro Short QQQ,SQQQ,162048,147584,9.80052,14464,0.72,116472025.32
09/21/2011,ProShares UltraPro Short QQQ,SQQQ,147584,140672,4.91356,6912,0.7,103770023.06
09/20/2011,ProShares UltraPro Short QQQ,SQQQ,140672,138368,1.66512,2304,0.7,98910021.98
09/19/2011,ProShares UltraPro Short QQQ,SQQQ,138368,138880,-0.36866,-512,0.7,97290021.62
09/16/2011,ProShares UltraPro Short QQQ,SQQQ,138880,142528,-2.55950,-3648,0.7,97650021.7
09/15/2011,ProShares UltraPro Short QQQ,SQQQ,142528,149248,-4.50257,-6720,0.61,86853022.27
09/14/2011,ProShares UltraPro Short QQQ,SQQQ,149248,156032,-4.34783,-6784,0.61,90948023.32
09/13/2011,ProShares UltraPro Short QQQ,SQQQ,156032,162432,-3.94011,-6400,0.61,95082024.38
09/12/2011,ProShares UltraPro Short QQQ,SQQQ,162432,169088,-3.93641,-6656,0.61,98982025.38
09/09/2011,ProShares UltraPro Short QQQ,SQQQ,169088,158272,6.83381,10816,0.59,100396026.42
09/08/2011,ProShares UltraPro Short QQQ,SQQQ,158272,156288,1.26945,1984,0.59,93974024.73
09/07/2011,ProShares UltraPro Short QQQ,SQQQ,156288,169472,-7.77946,-13184,0.59,92796024.42
09/06/2011,ProShares UltraPro Short QQQ,SQQQ,169472,169472,0.00000,0,0.59,100624026.48
09/02/2011,ProShares UltraPro Short QQQ,SQQQ,169472,158464,6.94669,11008,0.59,100624026.48
09/01/2011,ProShares UltraPro Short QQQ,SQQQ,158464,153920,2.95218,4544,0.59,94088024.76
08/31/2011,ProShares UltraPro Short QQQ,SQQQ,153920,154752,-0.53763,-832,0.59,91390024.05
08/30/2011,ProShares UltraPro Short QQQ,SQQQ,154752,157696,-1.86688,-2944,0.56,87048024.18
08/29/2011,ProShares UltraPro Short QQQ,SQQQ,157696,172608,-8.63923,-14912,0.5,78848024.64
08/26/2011,ProShares UltraPro Short QQQ,SQQQ,172608,186816,-7.60534,-14208,0.5,86304026.97
08/25/2011,ProShares UltraPro Short QQQ,SQQQ,186816,177728,5.11343,9088,0.5,93408029.19
08/24/2011,ProShares UltraPro Short QQQ,SQQQ,177728,181952,-2.32149,-4224,0.5,88864027.77
08/23/2011,ProShares UltraPro Short QQQ,SQQQ,181952,207680,-12.38829,-25728,0.5,90976028.43
08/22/2011,ProShares UltraPro Short QQQ,SQQQ,207680,209728,-0.97650,-2048,0.5,103840032.45
08/19/2011,ProShares UltraPro Short QQQ,SQQQ,209728,199616,5.06573,10112,0.5,104864032.77
08/18/2011,ProShares UltraPro Short QQQ,SQQQ,199616,173760,14.88029,25856,0.5,99808031.19
08/17/2011,ProShares UltraPro Short QQQ,SQQQ,173760,170816,1.72349,2944,0.5,86880027.15
08/16/2011,ProShares UltraPro Short QQQ,SQQQ,170816,166656,2.49616,4160,0.5,85408026.69
08/15/2011,ProShares UltraPro Short QQQ,SQQQ,166656,174400,-4.44037,-7744,0.53,88536026.04
08/12/2011,ProShares UltraPro Short QQQ,SQQQ,174400,178240,-2.15440,-3840,0.52,91287527.25
08/11/2011,ProShares UltraPro Short QQQ,SQQQ,178240,206208,-13.56300,-27968,0.53,94690027.85
08/10/2011,ProShares UltraPro Short QQQ,SQQQ,206208,183808,12.18663,22400,0.52,107937032.22
08/09/2011,ProShares UltraPro Short QQQ,SQQQ,183808,215296,-14.62545,-31488,0.51,93340028.72
08/08/2011,ProShares UltraPro Short QQQ,SQQQ,215296,182016,18.28411,33280,0.53,114376033.64
08/05/2011,ProShares UltraPro Short QQQ,SQQQ,182016,178944,1.71674,3072,0.53,96696028.44
08/04/2011,ProShares UltraPro Short QQQ,SQQQ,178944,157376,13.70476,21568,0.58,103452027.96
08/03/2011,ProShares UltraPro Short QQQ,SQQQ,157376,161856,-2.76789,-4480,0.58,90983024.59
08/02/2011,ProShares UltraPro Short QQQ,SQQQ,161856,150144,7.80051,11712,0.62,99895525.29
08/01/2011,ProShares UltraPro Short QQQ,SQQQ,150144,148544,1.07712,1600,0.61,91494023.46
07/29/2011,ProShares UltraPro Short QQQ,SQQQ,148544,146880,1.13290,1664,0.61,90519023.21
07/28/2011,ProShares UltraPro Short QQQ,SQQQ,146880,147776,-0.60632,-896,0.61,89505022.95
07/27/2011,ProShares UltraPro Short QQQ,SQQQ,147776,137216,7.69590,10560,0.61,90051023.09
07/26/2011,ProShares UltraPro Short QQQ,SQQQ,137216,138112,-0.64875,-896,0.61,83616021.44
07/25/2011,ProShares UltraPro Short QQQ,SQQQ,138112,137216,0.65299,896,0.61,84162021.58
07/22/2011,ProShares UltraPro Short QQQ,SQQQ,137216,141696,-3.16170,-4480,0.61,83616021.44
07/21/2011,ProShares UltraPro Short QQQ,SQQQ,141696,144704,-2.07873,-3008,0.61,86346022.14
07/20/2011,ProShares UltraPro Short QQQ,SQQQ,144704,142848,1.29928,1856,0.61,88179022.61
07/19/2011,ProShares UltraPro Short QQQ,SQQQ,142848,153536,-6.96123,-10688,0.61,87048022.32
07/18/2011,ProShares UltraPro Short QQQ,SQQQ,153536,151104,1.60949,2432,0.61,93561023.99
07/15/2011,ProShares UltraPro Short QQQ,SQQQ,151104,157504,-4.06339,-6400,0.61,92079023.61
07/14/2011,ProShares UltraPro Short QQQ,SQQQ,157504,152192,3.49033,5312,0.61,95979024.61
07/13/2011,ProShares UltraPro Short QQQ,SQQQ,152192,153984,-1.16376,-1792,0.61,92742023.78
07/12/2011,ProShares UltraPro Short QQQ,SQQQ,153984,150464,2.33943,3520,0.61,93834024.06
07/11/2011,ProShares UltraPro Short QQQ,SQQQ,150464,142720,5.42601,7744,0.61,91689023.51
07/08/2011,ProShares UltraPro Short QQQ,SQQQ,142720,141504,0.85934,1216,0.61,86970022.3
07/07/2011,ProShares UltraPro Short QQQ,SQQQ,141504,147904,-4.32713,-6400,0.61,86229022.11
07/06/2011,ProShares UltraPro Short QQQ,SQQQ,147904,149312,-0.94299,-1408,0.61,90129023.11
07/05/2011,ProShares UltraPro Short QQQ,SQQQ,149312,151296,-1.31134,-1984,0.61,90987023.33
07/01/2011,ProShares UltraPro Short QQQ,SQQQ,151296,158784,-4.71584,-7488,0.61,92196023.64
06/30/2011,ProShares UltraPro Short QQQ,SQQQ,158784,165376,-3.98607,-6592,0.61,96759024.81
06/29/2011,ProShares UltraPro Short QQQ,SQQQ,165376,167360,-1.18547,-1984,0.61,100776025.84
06/28/2011,ProShares UltraPro Short QQQ,SQQQ,167360,175168,-4.45744,-7808,0.61,101985026.15
06/27/2011,ProShares UltraPro Short QQQ,SQQQ,175168,184000,-4.80000,-8832,0.63,109480027.37
06/24/2011,ProShares UltraPro Short QQQ,SQQQ,184000,175104,5.08041,8896,0.63,115000028.75
06/23/2011,ProShares UltraPro Short QQQ,SQQQ,175104,179776,-2.59879,-4672,0.63,109440027.36
06/22/2011,ProShares UltraPro Short QQQ,SQQQ,179776,176064,2.10832,3712,0.63,112360028.09
06/21/2011,ProShares UltraPro Short QQQ,SQQQ,176064,188224,-6.46039,-12160,0.63,110040027.51
06/20/2011,ProShares UltraPro Short QQQ,SQQQ,188224,191232,-1.57296,-3008,0.63,117640029.41
06/17/2011,ProShares UltraPro Short QQQ,SQQQ,191232,189440,0.94595,1792,0.63,119520029.88
06/16/2011,ProShares UltraPro Short QQQ,SQQQ,189440,187136,1.23119,2304,0.63,118400029.6
06/15/2011,ProShares UltraPro Short QQQ,SQQQ,187136,177344,5.52147,9792,0.63,116960029.24
06/14/2011,ProShares UltraPro Short QQQ,SQQQ,177344,184384,-3.81812,-7040,0.63,110840027.71
06/13/2011,ProShares UltraPro Short QQQ,SQQQ,184384,184704,-0.17325,-320,0.63,115240028.81
06/10/2011,ProShares UltraPro Short QQQ,SQQQ,184704,176384,4.71698,8320,0.63,115440028.86
06/09/2011,ProShares UltraPro Short QQQ,SQQQ,176384,177280,-0.50542,-896,0.63,110240027.56
06/08/2011,ProShares UltraPro Short QQQ,SQQQ,177280,173632,2.10100,3648,0.63,110800027.7
06/07/2011,ProShares UltraPro Short QQQ,SQQQ,173632,172416,0.70527,1216,0.63,108520027.13
06/06/2011,ProShares UltraPro Short QQQ,SQQQ,172416,168512,2.31675,3904,0.63,107760026.94
06/03/2011,ProShares UltraPro Short QQQ,SQQQ,168512,161344,4.44268,7168,0.63,105320026.33
06/02/2011,ProShares UltraPro Short QQQ,SQQQ,161344,162240,-0.55227,-896,0.63,100840025.21
06/01/2011,ProShares UltraPro Short QQQ,SQQQ,162240,152768,6.20025,9472,0.63,101400025.35
05/31/2011,ProShares UltraPro Short QQQ,SQQQ,152768,160256,-4.67252,-7488,0.59,89512523.87
05/27/2011,ProShares UltraPro Short QQQ,SQQQ,160256,162432,-1.33964,-2176,0.59,93900025.04
05/26/2011,ProShares UltraPro Short QQQ,SQQQ,162432,165632,-1.93199,-3200,0.59,95175025.38
05/25/2011,ProShares UltraPro Short QQQ,SQQQ,165632,167360,-1.03250,-1728,0.59,97050025.88
05/24/2011,ProShares UltraPro Short QQQ,SQQQ,167360,164544,1.71140,2816,0.54,90217526.15
05/23/2011,ProShares UltraPro Short QQQ,SQQQ,164544,157632,4.38490,6912,0.54,88699525.71
05/20/2011,ProShares UltraPro Short QQQ,SQQQ,157632,154048,2.32655,3584,0.54,84973524.63
05/19/2011,ProShares UltraPro Short QQQ,SQQQ,154048,155456,-0.90572,-1408,0.54,83041524.07
05/18/2011,ProShares UltraPro Short QQQ,SQQQ,155456,159488,-2.52809,-4032,0.54,83800524.29
05/17/2011,ProShares UltraPro Short QQQ,SQQQ,159488,160896,-0.87510,-1408,0.54,85974024.92
05/16/2011,ProShares UltraPro Short QQQ,SQQQ,160896,152960,5.18828,7936,0.54,86733025.14
05/13/2011,ProShares UltraPro Short QQQ,SQQQ,152960,147648,3.59775,5312,0.54,82455023.9
05/12/2011,ProShares UltraPro Short QQQ,SQQQ,147648,150464,-1.87154,-2816,0.54,79591523.07
05/11/2011,ProShares UltraPro Short QQQ,SQQQ,150464,147136,2.26185,3328,0.54,81109523.51
05/10/2011,ProShares UltraPro Short QQQ,SQQQ,147136,151040,-2.58475,-3904,0.51,74717522.99
05/09/2011,ProShares UltraPro Short QQQ,SQQQ,151040,152576,-1.00671,-1536,0.51,76700023.6
05/06/2011,ProShares UltraPro Short QQQ,SQQQ,152576,154112,-0.99668,-1536,0.51,77480023.84
05/05/2011,ProShares UltraPro Short QQQ,SQQQ,154112,151808,1.51771,2304,0.51,78260024.08
05/04/2011,ProShares UltraPro Short QQQ,SQQQ,151808,150976,0.55108,832,0.51,77090023.72
